OBJECTID,TRACT_FIPS,ASTHMA_ADJRATE,ASTHMA_L95CI,ASTHMA_U95CI,ASTHMA_STATEADJRATE,ASTHMA_SL95CI,ASTHMA_SU95CI,TRACT_NAME,COUNTY_NAME,ASTHMA_DISPLAY
1,08043979000,349.53,228.38,470.68,630.47,627.45,633.48,"Census Tract 9790, Fremont County, Colorado",FREMONT,Lower Than State Average
2,08045951600,227.13,157.71,296.55,630.47,627.45,633.48,"Census Tract 9516, Garfield County, Colorado",GARFIELD,Lower Than State Average
3,08069002803,0,0,0,630.47,627.45,633.48,"Census Tract 28.03, Larimer County, Colorado",LARIMER,Lower Than State Average
4,08125963200,370.44,296.69,444.18,630.47,627.45,633.48,"Census Tract 9632, Yuma County, Colorado",YUMA,Lower Than State Average
5,08069002401,750.6,364.93,1136.26,630.47,627.45,633.48,"Census Tract 24.01, Larimer County, Colorado",LARIMER,Not Different Than State Average
6,08069002402,545.6,394.73,696.47,630.47,627.45,633.48,"Census Tract 24.02, Larimer County, Colorado",LARIMER,Not Different Than State Average
7,08103951200,210.3,131.64,288.96,630.47,627.45,633.48,"Census Tract 9512, Rio Blanco County, Colorado",RIO BLANCO,Lower Than State Average
8,08103951100,147.85,93.07,202.63,630.47,627.45,633.48,"Census Tract 9511, Rio Blanco County, Colorado",RIO BLANCO,Lower Than State Average
9,08049000201,204.48,131.89,277.06,630.47,627.45,633.48,"Census Tract 2.01, Grand County, Colorado",GRAND,Lower Than State Average
10,08049000202,28.58,13.45,49.35,630.47,627.45,633.48,"Census Tract 2.02, Grand County, Colorado",GRAND,Lower Than State Average
11,08049000100,181.23,98.43,264.03,630.47,627.45,633.48,"Census Tract 1, Grand County, Colorado",GRAND,Lower Than State Average
12,08081000600,275.18,162.95,387.4,630.47,627.45,633.48,"Census Tract 6, Moffat County, Colorado",MOFFAT,Lower Than State Average
13,08081000500,529.9,426.63,633.16,630.47,627.45,633.48,"Census Tract 5, Moffat County, Colorado",MOFFAT,Not Different Than State Average
14,08081000400,494.08,395.01,593.14,630.47,627.45,633.48,"Census Tract 4, Moffat County, Colorado",MOFFAT,Lower Than State Average
15,08081000300,397.54,289.55,505.52,630.47,627.45,633.48,"Census Tract 3, Moffat County, Colorado",MOFFAT,Lower Than State Average
16,08057955600,99.71,37.84,190.93,630.47,627.45,633.48,"Census Tract 9556, Jackson County, Colorado",JACKSON,Lower Than State Average
17,08121924100,383.77,258.32,509.22,630.47,627.45,633.48,"Census Tract 9241, Washington County, Colorado",WASHINGTON,Lower Than State Average
18,08107000800,171.72,91.52,251.92,630.47,627.45,633.48,"Census Tract 8, Routt County, Colorado",ROUTT,Lower Than State Average
19,08107000700,167.08,111.21,222.96,630.47,627.45,633.48,"Census Tract 7, Routt County, Colorado",ROUTT,Lower Than State Average
20,08107000500,194.58,118.65,270.5,630.47,627.45,633.48,"Census Tract 5, Routt County, Colorado",ROUTT,Lower Than State Average
21,08107000200,49.43,14.65,104.73,630.47,627.45,633.48,"Census Tract 2, Routt County, Colorado",ROUTT,Lower Than State Average
22,08107000400,205.93,126.28,285.58,630.47,627.45,633.48,"Census Tract 4, Routt County, Colorado",ROUTT,Lower Than State Average
23,08107000600,185.52,113.5,257.54,630.47,627.45,633.48,"Census Tract 6, Routt County, Colorado",ROUTT,Lower Than State Average
24,08107000300,108.38,54.37,180.8,630.47,627.45,633.48,"Census Tract 3, Routt County, Colorado",ROUTT,Lower Than State Average
25,08107000100,76.88,30.55,144.19,630.47,627.45,633.48,"Census Tract 1, Routt County, Colorado",ROUTT,Lower Than State Average
26,08051963900,119.15,38.23,244.77,630.47,627.45,633.48,"Census Tract 9639, Gunnison County, Colorado",GUNNISON,Lower Than State Average
27,08051963700,273.73,203.32,344.14,630.47,627.45,633.48,"Census Tract 9637, Gunnison County, Colorado",GUNNISON,Lower Than State Average
28,08051963600,213.18,147.58,278.78,630.47,627.45,633.48,"Census Tract 9636, Gunnison County, Colorado",GUNNISON,Lower Than State Average
29,08051963800,53.42,26.16,80.68,630.47,627.45,633.48,"Census Tract 9638, Gunnison County, Colorado",GUNNISON,Lower Than State Average
30,08021974900,223.09,159.56,286.61,630.47,627.45,633.48,"Census Tract 9749, Conejos County, Colorado",CONEJOS,Lower Than State Average
31,08021974800,78.67,37.55,119.79,630.47,627.45,633.48,"Census Tract 9748, Conejos County, Colorado",CONEJOS,Lower Than State Average
32,08037000703,165.4,61,269.81,630.47,627.45,633.48,"Census Tract 7.03, Eagle County, Colorado",EAGLE,Lower Than State Average
33,08037000301,447.72,194.18,701.27,630.47,627.45,633.48,"Census Tract 3.01, Eagle County, Colorado",EAGLE,Not Different Than State Average
34,08037000702,287.67,92.42,482.93,630.47,627.45,633.48,"Census Tract 7.02, Eagle County, Colorado",EAGLE,Lower Than State Average
35,08037000402,130.33,76.79,183.86,630.47,627.45,633.48,"Census Tract 4.02, Eagle County, Colorado",EAGLE,Lower Than State Average
36,08037000501,0,0,0,630.47,627.45,633.48,"Census Tract 5.01, Eagle County, Colorado",EAGLE,Lower Than State Average
37,08037000502,,,,630.47,627.45,633.48,"Census Tract 5.02, Eagle County, Colorado",EAGLE,No Events or Data Suppressed
38,08037000302,124.1,60.6,187.6,630.47,627.45,633.48,"Census Tract 3.02, Eagle County, Colorado",EAGLE,Lower Than State Average
39,08037000403,88.78,54.66,122.9,630.47,627.45,633.48,"Census Tract 4.03, Eagle County, Colorado",EAGLE,Lower Than State Average
40,08037000701,38.53,5.4,101.81,630.47,627.45,633.48,"Census Tract 7.01, Eagle County, Colorado",EAGLE,Lower Than State Average
41,08037000401,71.59,40.97,110.7,630.47,627.45,633.48,"Census Tract 4.01, Eagle County, Colorado",EAGLE,Lower Than State Average
42,08037000503,354.17,165.35,542.99,630.47,627.45,633.48,"Census Tract 5.03, Eagle County, Colorado",EAGLE,Lower Than State Average
43,08037000100,327.06,174.42,479.7,630.47,627.45,633.48,"Census Tract 1, Eagle County, Colorado",EAGLE,Lower Than State Average
44,08037000600,147.55,71,251.75,630.47,627.45,633.48,"Census Tract 6, Eagle County, Colorado",EAGLE,Lower Than State Average
45,08037000200,115.57,60.24,170.9,630.47,627.45,633.48,"Census Tract 2, Eagle County, Colorado",EAGLE,Lower Than State Average
46,08045951901,409.85,313.33,506.37,630.47,627.45,633.48,"Census Tract 9519.01, Garfield County, Colorado",GARFIELD,Lower Than State Average
47,08045951701,333.54,239.98,427.11,630.47,627.45,633.48,"Census Tract 9517.01, Garfield County, Colorado",GARFIELD,Lower Than State Average
48,08045951902,366.96,292.31,441.61,630.47,627.45,633.48,"Census Tract 9519.02, Garfield County, Colorado",GARFIELD,Lower Than State Average
49,08045951702,440.32,346.39,534.24,630.47,627.45,633.48,"Census Tract 9517.02, Garfield County, Colorado",GARFIELD,Lower Than State Average
50,08045952001,328.71,252.2,405.23,630.47,627.45,633.48,"Census Tract 9520.01, Garfield County, Colorado",GARFIELD,Lower Than State Average
51,08045952002,503.05,427.04,579.07,630.47,627.45,633.48,"Census Tract 9520.02, Garfield County, Colorado",GARFIELD,Lower Than State Average
52,08045951803,256.24,183.07,329.4,630.47,627.45,633.48,"Census Tract 9518.03, Garfield County, Colorado",GARFIELD,Lower Than State Average
53,08045951804,249.41,183.07,315.75,630.47,627.45,633.48,"Census Tract 9518.04, Garfield County, Colorado",GARFIELD,Lower Than State Average
54,08045951802,205.67,139.25,272.08,630.47,627.45,633.48,"Census Tract 9518.02, Garfield County, Colorado",GARFIELD,Lower Than State Average
55,08045952100,414.01,344.15,483.87,630.47,627.45,633.48,"Census Tract 9521, Garfield County, Colorado",GARFIELD,Lower Than State Average
56,08067970704,399.7,290.31,509.08,630.47,627.45,633.48,"Census Tract 9707.04, La Plata County, Colorado",LA PLATA,Lower Than State Average
57,08067970703,281.26,218.25,344.27,630.47,627.45,633.48,"Census Tract 9707.03, La Plata County, Colorado",LA PLATA,Lower Than State Average
58,08067970701,193.49,137.78,249.2,630.47,627.45,633.48,"Census Tract 9707.01, La Plata County, Colorado",LA PLATA,Lower Than State Average
59,08067940300,276.05,216.9,335.2,630.47,627.45,633.48,"Census Tract 9403, La Plata County, Colorado",LA PLATA,Lower Than State Average
60,08097000500,267.8,107.03,428.56,630.47,627.45,633.48,"Census Tract 5, Pitkin County, Colorado",PITKIN,Lower Than State Average
61,08097000401,352.02,160.43,543.61,630.47,627.45,633.48,"Census Tract 4.01, Pitkin County, Colorado",PITKIN,Lower Than State Average
62,08097000402,171.7,107.76,235.65,630.47,627.45,633.48,"Census Tract 4.02, Pitkin County, Colorado",PITKIN,Lower Than State Average
63,08097000100,163.4,117.95,208.84,630.47,627.45,633.48,"Census Tract 1, Pitkin County, Colorado",PITKIN,Lower Than State Average
64,08117000402,122.79,75.35,170.23,630.47,627.45,633.48,"Census Tract 4.02, Summit County, Colorado",SUMMIT,Lower Than State Average
65,08117000401,71.09,15.78,126.4,630.47,627.45,633.48,"Census Tract 4.01, Summit County, Colorado",SUMMIT,Lower Than State Average
66,08117000100,59.87,36.42,83.32,630.47,627.45,633.48,"Census Tract 1, Summit County, Colorado",SUMMIT,Lower Than State Average
67,08117000200,226.23,151.12,301.34,630.47,627.45,633.48,"Census Tract 2, Summit County, Colorado",SUMMIT,Lower Than State Average
68,08117000300,97.49,45.73,149.25,630.47,627.45,633.48,"Census Tract 3, Summit County, Colorado",SUMMIT,Lower Than State Average
69,08067971100,392.75,302.05,483.44,630.47,627.45,633.48,"Census Tract 9711, La Plata County, Colorado",LA PLATA,Lower Than State Average
70,08067971000,322.99,229.07,416.9,630.47,627.45,633.48,"Census Tract 9710, La Plata County, Colorado",LA PLATA,Lower Than State Average
71,08067970900,293.6,216.47,370.72,630.47,627.45,633.48,"Census Tract 9709, La Plata County, Colorado",LA PLATA,Lower Than State Average
72,08067970800,316.71,246.29,387.14,630.47,627.45,633.48,"Census Tract 9708, La Plata County, Colorado",LA PLATA,Lower Than State Average
73,08067940400,299.86,236.95,362.77,630.47,627.45,633.48,"Census Tract 9404, La Plata County, Colorado",LA PLATA,Lower Than State Average
74,08067970600,379.11,320,438.21,630.47,627.45,633.48,"Census Tract 9706, La Plata County, Colorado",LA PLATA,Lower Than State Average
75,08065961900,134.74,61.05,208.43,630.47,627.45,633.48,"Census Tract 9619, Lake County, Colorado",LAKE,Lower Than State Average
76,08065961700,315.74,236.29,395.19,630.47,627.45,633.48,"Census Tract 9617, Lake County, Colorado",LAKE,Lower Than State Average
77,08029965100,437.95,347.14,528.76,630.47,627.45,633.48,"Census Tract 9651, Delta County, Colorado",DELTA,Lower Than State Average
78,08029965200,312.5,232.3,392.7,630.47,627.45,633.48,"Census Tract 9652, Delta County, Colorado",DELTA,Lower Than State Average
79,08029964600,173.96,112.65,235.27,630.47,627.45,633.48,"Census Tract 9646, Delta County, Colorado",DELTA,Lower Than State Average
80,08029965000,304.01,230.36,377.67,630.47,627.45,633.48,"Census Tract 9650, Delta County, Colorado",DELTA,Lower Than State Average
81,08029964900,422.47,333.4,511.54,630.47,627.45,633.48,"Census Tract 9649, Delta County, Colorado",DELTA,Lower Than State Average
82,08029964800,188.98,128.75,249.2,630.47,627.45,633.48,"Census Tract 9648, Delta County, Colorado",DELTA,Lower Than State Average
83,08029964700,332.89,243.56,422.21,630.47,627.45,633.48,"Census Tract 9647, Delta County, Colorado",DELTA,Lower Than State Average
84,08003960300,388.11,307.82,468.41,630.47,627.45,633.48,"Census Tract 9603, Alamosa County, Colorado",ALAMOSA,Lower Than State Average
85,08003960200,453.89,373.83,533.96,630.47,627.45,633.48,"Census Tract 9602, Alamosa County, Colorado",ALAMOSA,Lower Than State Average
86,08113968102,46.84,13.27,100.87,630.47,627.45,633.48,"Census Tract 9681.02, San Miguel County, Colorado",SAN MIGUEL,Lower Than State Average
87,08113968101,,,,630.47,627.45,633.48,"Census Tract 9681.01, San Miguel County, Colorado",SAN MIGUEL,No Events or Data Suppressed
88,08113968103,40.7,11.25,88.46,630.47,627.45,633.48,"Census Tract 9681.03, San Miguel County, Colorado",SAN MIGUEL,Lower Than State Average
89,08113968200,110.17,52.57,188.83,630.47,627.45,633.48,"Census Tract 9682, San Miguel County, Colorado",SAN MIGUEL,Lower Than State Average
90,08079973600,23.98,0,96.37,630.47,627.45,633.48,"Census Tract 9736, Mineral County, Colorado",MINERAL,Lower Than State Average
91,08083941100,167.22,84.8,277.29,630.47,627.45,633.48,"Census Tract 9411, Montezuma County, Colorado",MONTEZUMA,Lower Than State Average
92,08083969400,298.07,223.96,372.18,630.47,627.45,633.48,"Census Tract 9694, Montezuma County, Colorado",MONTEZUMA,Lower Than State Average
93,08083969100,179.5,109.73,249.27,630.47,627.45,633.48,"Census Tract 9691, Montezuma County, Colorado",MONTEZUMA,Lower Than State Average
94,08083969200,128.54,68.14,188.94,630.47,627.45,633.48,"Census Tract 9692, Montezuma County, Colorado",MONTEZUMA,Lower Than State Average
95,08083969000,154.35,94.79,213.91,630.47,627.45,633.48,"Census Tract 9690, Montezuma County, Colorado",MONTEZUMA,Lower Than State Average
96,08083969600,265.76,201.35,330.17,630.47,627.45,633.48,"Census Tract 9696, Montezuma County, Colorado",MONTEZUMA,Lower Than State Average
97,08083969300,473.98,383.28,564.68,630.47,627.45,633.48,"Census Tract 9693, Montezuma County, Colorado",MONTEZUMA,Lower Than State Average
98,08003960000,224.81,108.41,341.2,630.47,627.45,633.48,"Census Tract 9600, Alamosa County, Colorado",ALAMOSA,Lower Than State Average
99,08003960100,210.62,128.59,292.66,630.47,627.45,633.48,"Census Tract 9601, Alamosa County, Colorado",ALAMOSA,Lower Than State Average
100,08091967600,94.57,56.36,132.78,630.47,627.45,633.48,"Census Tract 9676, Ouray County, Colorado",OURAY,Lower Than State Average
101,08033000100,71.06,26.53,137.08,630.47,627.45,633.48,"Census Tract 1, Dolores County, Colorado",DOLORES,Lower Than State Average
102,08109977600,87.54,38.68,136.4,630.47,627.45,633.48,"Census Tract 9776, Saguache County, Colorado",SAGUACHE,Lower Than State Average
103,08109977700,86.98,39.25,134.71,630.47,627.45,633.48,"Census Tract 9777, Saguache County, Colorado",SAGUACHE,Lower Than State Average
104,08105976700,513.43,422.54,604.33,630.47,627.45,633.48,"Census Tract 9767, Rio Grande County, Colorado",RIO GRANDE,Lower Than State Average
105,08105977000,253.24,186.43,320.06,630.47,627.45,633.48,"Census Tract 9770, Rio Grande County, Colorado",RIO GRANDE,Lower Than State Average
106,08105976800,505.39,357.38,653.39,630.47,627.45,633.48,"Census Tract 9768, Rio Grande County, Colorado",RIO GRANDE,Not Different Than State Average
107,08077001706,992.89,864,1121.78,630.47,627.45,633.48,"Census Tract 17.06, Mesa County, Colorado",MESA,Higher Than State Average
108,08077001707,610.69,515.61,705.76,630.47,627.45,633.48,"Census Tract 17.07, Mesa County, Colorado",MESA,Not Different Than State Average
109,08077001001,511.44,388.24,634.63,630.47,627.45,633.48,"Census Tract 10.01, Mesa County, Colorado",MESA,Not Different Than State Average
110,08077000602,763.66,625.64,901.67,630.47,627.45,633.48,"Census Tract 6.02, Mesa County, Colorado",MESA,Not Different Than State Average
111,08077000500,1678.89,1218.94,2138.85,630.47,627.45,633.48,"Census Tract 5, Mesa County, Colorado",MESA,Higher Than State Average
112,08077000400,578.83,460.1,697.56,630.47,627.45,633.48,"Census Tract 4, Mesa County, Colorado",MESA,Not Different Than State Average
113,08077001302,570.38,473.25,667.5,630.47,627.45,633.48,"Census Tract 13.02, Mesa County, Colorado",MESA,Not Different Than State Average
114,08077001102,482.92,390.93,574.91,630.47,627.45,633.48,"Census Tract 11.02, Mesa County, Colorado",MESA,Lower Than State Average
115,08077000300,1056.78,799.42,1314.14,630.47,627.45,633.48,"Census Tract 3, Mesa County, Colorado",MESA,Higher Than State Average
116,08077000200,1024.7,779.17,1270.24,630.47,627.45,633.48,"Census Tract 2, Mesa County, Colorado",MESA,Higher Than State Average
117,08077001404,266.73,197.62,335.83,630.47,627.45,633.48,"Census Tract 14.04, Mesa County, Colorado",MESA,Lower Than State Average
118,08077001501,605.65,546.12,665.18,630.47,627.45,633.48,"Census Tract 15.01, Mesa County, Colorado",MESA,Not Different Than State Average
119,08077001403,348.05,257.99,438.11,630.47,627.45,633.48,"Census Tract 14.03, Mesa County, Colorado",MESA,Lower Than State Average
120,08077001301,681.56,598.13,765,630.47,627.45,633.48,"Census Tract 13.01, Mesa County, Colorado",MESA,Not Different Than State Average
121,08077001002,377.64,314.21,441.06,630.47,627.45,633.48,"Census Tract 10.02, Mesa County, Colorado",MESA,Lower Than State Average
122,08077000900,723.76,559.41,888.1,630.47,627.45,633.48,"Census Tract 9, Mesa County, Colorado",MESA,Not Different Than State Average
123,08077001101,731.13,644.75,817.51,630.47,627.45,633.48,"Census Tract 11.01, Mesa County, Colorado",MESA,Higher Than State Average
124,08077000800,573.66,499.91,647.41,630.47,627.45,633.48,"Census Tract 8, Mesa County, Colorado",MESA,Not Different Than State Average
125,08077000700,817.47,688.5,946.45,630.47,627.45,633.48,"Census Tract 7, Mesa County, Colorado",MESA,Higher Than State Average
126,08077001900,302.85,212.8,392.91,630.47,627.45,633.48,"Census Tract 19, Mesa County, Colorado",MESA,Lower Than State Average
127,08077000601,709.38,592.05,826.72,630.47,627.45,633.48,"Census Tract 6.01, Mesa County, Colorado",MESA,Not Different Than State Average
128,08077001402,319.87,254.31,385.43,630.47,627.45,633.48,"Census Tract 14.02, Mesa County, Colorado",MESA,Lower Than State Average
129,08077001600,396.72,299.93,493.52,630.47,627.45,633.48,"Census Tract 16, Mesa County, Colorado",MESA,Lower Than State Average
130,08077001502,308.52,252.79,364.26,630.47,627.45,633.48,"Census Tract 15.02, Mesa County, Colorado",MESA,Lower Than State Average
131,08077001703,560.85,456.61,665.08,630.47,627.45,633.48,"Census Tract 17.03, Mesa County, Colorado",MESA,Not Different Than State Average
132,08077001800,169.85,102.36,237.35,630.47,627.45,633.48,"Census Tract 18, Mesa County, Colorado",MESA,Lower Than State Average
133,08077001702,523.49,427.64,619.35,630.47,627.45,633.48,"Census Tract 17.02, Mesa County, Colorado",MESA,Lower Than State Average
134,08077001705,692.79,588.51,797.08,630.47,627.45,633.48,"Census Tract 17.05, Mesa County, Colorado",MESA,Not Different Than State Average
135,08077001200,459.38,281.18,637.58,630.47,627.45,633.48,"Census Tract 12, Mesa County, Colorado",MESA,Not Different Than State Average
136,08019014900,235.93,148.79,323.08,630.47,627.45,633.48,"Census Tract 149, Clear Creek County, Colorado",CLEAR CREEK,Lower Than State Average
137,08053973100,,,,630.47,627.45,633.48,"Census Tract 9731, Hinsdale County, Colorado",HINSDALE,No Events or Data Suppressed
138,08015000401,192.4,137.41,247.4,630.47,627.45,633.48,"Census Tract 4.01, Chaffee County, Colorado",CHAFFEE,Lower Than State Average
139,08015000402,104.64,58.18,151.1,630.47,627.45,633.48,"Census Tract 4.02, Chaffee County, Colorado",CHAFFEE,Lower Than State Average
140,08015000100,347.98,247.07,448.89,630.47,627.45,633.48,"Census Tract 1, Chaffee County, Colorado",CHAFFEE,Lower Than State Average
141,08015000200,423.09,326.12,520.05,630.47,627.45,633.48,"Census Tract 2, Chaffee County, Colorado",CHAFFEE,Lower Than State Average
142,08015000300,241.38,162.74,320.02,630.47,627.45,633.48,"Census Tract 3, Chaffee County, Colorado",CHAFFEE,Lower Than State Average
143,08111972600,50.71,1.49,169.52,630.47,627.45,633.48,"Census Tract 9726, San Juan County, Colorado",SAN JUAN,Lower Than State Average
144,08085966502,287.02,209.29,364.74,630.47,627.45,633.48,"Census Tract 9665.02, Montrose County, Colorado",MONTROSE,Lower Than State Average
145,08085966601,324.25,237.1,411.41,630.47,627.45,633.48,"Census Tract 9666.01, Montrose County, Colorado",MONTROSE,Lower Than State Average
146,08085966602,279.97,205.13,354.82,630.47,627.45,633.48,"Census Tract 9666.02, Montrose County, Colorado",MONTROSE,Lower Than State Average
147,08085966201,214.09,131.94,296.23,630.47,627.45,633.48,"Census Tract 9662.01, Montrose County, Colorado",MONTROSE,Lower Than State Average
148,08085966503,325.48,234.48,416.48,630.47,627.45,633.48,"Census Tract 9665.03, Montrose County, Colorado",MONTROSE,Lower Than State Average
149,08085966501,301.73,164.82,438.64,630.47,627.45,633.48,"Census Tract 9665.01, Montrose County, Colorado",MONTROSE,Lower Than State Average
150,08085966202,322.04,247.24,396.84,630.47,627.45,633.48,"Census Tract 9662.02, Montrose County, Colorado",MONTROSE,Lower Than State Average
151,08085966100,156.49,68.29,244.69,630.47,627.45,633.48,"Census Tract 9661, Montrose County, Colorado",MONTROSE,Lower Than State Average
152,08085966400,452.72,375.36,530.09,630.47,627.45,633.48,"Census Tract 9664, Montrose County, Colorado",MONTROSE,Lower Than State Average
153,08085966300,499.92,417.97,581.87,630.47,627.45,633.48,"Census Tract 9663, Montrose County, Colorado",MONTROSE,Lower Than State Average
154,08007940400,34.34,4.13,93.85,630.47,627.45,633.48,"Census Tract 9404, Archuleta County, Colorado",ARCHULETA,Lower Than State Average
155,08007974200,238.75,175.53,301.96,630.47,627.45,633.48,"Census Tract 9742, Archuleta County, Colorado",ARCHULETA,Lower Than State Average
156,08007974400,83.17,33.44,132.89,630.47,627.45,633.48,"Census Tract 9744, Archuleta County, Colorado",ARCHULETA,Lower Than State Average
157,08007974300,278.26,188.34,368.19,630.47,627.45,633.48,"Census Tract 9743, Archuleta County, Colorado",ARCHULETA,Lower Than State Average
158,08093000500,587.49,301.84,873.13,630.47,627.45,633.48,"Census Tract 5, Park County, Colorado",PARK,Not Different Than State Average
159,08093000400,133.75,51.22,216.28,630.47,627.45,633.48,"Census Tract 4, Park County, Colorado",PARK,Lower Than State Average
160,08093000100,422.09,335.55,508.62,630.47,627.45,633.48,"Census Tract 1, Park County, Colorado",PARK,Lower Than State Average
161,08093000300,30.46,8.34,66.41,630.47,627.45,633.48,"Census Tract 3, Park County, Colorado",PARK,Lower Than State Average
162,08093000200,375.04,275.26,474.81,630.47,627.45,633.48,"Census Tract 2, Park County, Colorado",PARK,Lower Than State Average
163,08001009606,954.33,789.6,1119.07,630.47,627.45,633.48,"Census Tract 96.06, Adams County, Colorado",ADAMS,Higher Than State Average
164,08001009320,1305.06,1044.84,1565.28,630.47,627.45,633.48,"Census Tract 93.20, Adams County, Colorado",ADAMS,Higher Than State Average
165,08001009409,495.59,401.08,590.11,630.47,627.45,633.48,"Census Tract 94.09, Adams County, Colorado",ADAMS,Lower Than State Average
166,08001009322,702.81,589.95,815.68,630.47,627.45,633.48,"Census Tract 93.22, Adams County, Colorado",ADAMS,Not Different Than State Average
167,08001009607,514.82,421.81,607.83,630.47,627.45,633.48,"Census Tract 96.07, Adams County, Colorado",ADAMS,Lower Than State Average
168,08001009304,884.99,776.42,993.55,630.47,627.45,633.48,"Census Tract 93.04, Adams County, Colorado",ADAMS,Higher Than State Average
169,08001060200,625.31,461.56,789.06,630.47,627.45,633.48,"Census Tract 602, Adams County, Colorado",ADAMS,Not Different Than State Average
170,08001009325,694.23,586.2,802.25,630.47,627.45,633.48,"Census Tract 93.25, Adams County, Colorado",ADAMS,Not Different Than State Average
171,08069001601,630.16,447.86,812.47,630.47,627.45,633.48,"Census Tract 16.01, Larimer County, Colorado",LARIMER,Not Different Than State Average
172,08069001301,545.88,421.41,670.35,630.47,627.45,633.48,"Census Tract 13.01, Larimer County, Colorado",LARIMER,Not Different Than State Average
173,08069001114,430.34,304.03,556.65,630.47,627.45,633.48,"Census Tract 11.14, Larimer County, Colorado",LARIMER,Lower Than State Average
174,08069001113,544.35,419.35,669.34,630.47,627.45,633.48,"Census Tract 11.13, Larimer County, Colorado",LARIMER,Not Different Than State Average
175,08069001107,763.85,621.61,906.09,630.47,627.45,633.48,"Census Tract 11.07, Larimer County, Colorado",LARIMER,Not Different Than State Average
176,08069001104,847.07,694.26,999.88,630.47,627.45,633.48,"Census Tract 11.04, Larimer County, Colorado",LARIMER,Higher Than State Average
177,08069001112,896.87,728.71,1065.02,630.47,627.45,633.48,"Census Tract 11.12, Larimer County, Colorado",LARIMER,Higher Than State Average
178,08069001010,628.16,420.99,835.33,630.47,627.45,633.48,"Census Tract 10.10, Larimer County, Colorado",LARIMER,Not Different Than State Average
179,08069001007,735.86,564.21,907.52,630.47,627.45,633.48,"Census Tract 10.07, Larimer County, Colorado",LARIMER,Not Different Than State Average
180,08069000300,874.23,673.15,1075.3,630.47,627.45,633.48,"Census Tract 3, Larimer County, Colorado",LARIMER,Higher Than State Average
181,08069002700,621.67,524.66,718.68,630.47,627.45,633.48,"Census Tract 27, Larimer County, Colorado",LARIMER,Not Different Than State Average
182,08069002600,447.51,370.18,524.83,630.47,627.45,633.48,"Census Tract 26, Larimer County, Colorado",LARIMER,Lower Than State Average
183,08001015000,1700.48,1476.41,1924.55,630.47,627.45,633.48,"Census Tract 150, Adams County, Colorado",ADAMS,Higher Than State Average
184,08001008538,525.18,402.84,647.52,630.47,627.45,633.48,"Census Tract 85.38, Adams County, Colorado",ADAMS,Not Different Than State Average
185,08001009326,397.19,285.43,508.95,630.47,627.45,633.48,"Census Tract 93.26, Adams County, Colorado",ADAMS,Lower Than State Average
186,08001009206,661.65,498,825.3,630.47,627.45,633.48,"Census Tract 92.06, Adams County, Colorado",ADAMS,Not Different Than State Average
187,08001008546,832.55,453.6,1211.51,630.47,627.45,633.48,"Census Tract 85.46, Adams County, Colorado",ADAMS,Not Different Than State Average
188,08001008526,402.61,329.78,475.44,630.47,627.45,633.48,"Census Tract 85.26, Adams County, Colorado",ADAMS,Lower Than State Average
189,08001008901,989.8,808.84,1170.76,630.47,627.45,633.48,"Census Tract 89.01, Adams County, Colorado",ADAMS,Higher Than State Average
190,08001009608,854.06,701.1,1007.03,630.47,627.45,633.48,"Census Tract 96.08, Adams County, Colorado",ADAMS,Higher Than State Average
191,08001009604,955.2,823.24,1087.16,630.47,627.45,633.48,"Census Tract 96.04, Adams County, Colorado",ADAMS,Higher Than State Average
192,08001009202,1213.08,1020.71,1405.45,630.47,627.45,633.48,"Census Tract 92.02, Adams County, Colorado",ADAMS,Higher Than State Average
193,08001008801,1045.59,919.92,1171.25,630.47,627.45,633.48,"Census Tract 88.01, Adams County, Colorado",ADAMS,Higher Than State Average
194,08001009401,706.64,605.09,808.2,630.47,627.45,633.48,"Census Tract 94.01, Adams County, Colorado",ADAMS,Not Different Than State Average
195,08001009406,681.75,574.32,789.18,630.47,627.45,633.48,"Census Tract 94.06, Adams County, Colorado",ADAMS,Not Different Than State Average
196,08001008542,589.69,498.98,680.41,630.47,627.45,633.48,"Census Tract 85.42, Adams County, Colorado",ADAMS,Not Different Than State Average
197,08001008536,720.33,550.19,890.47,630.47,627.45,633.48,"Census Tract 85.36, Adams County, Colorado",ADAMS,Not Different Than State Average
198,08001008539,589.25,492.86,685.63,630.47,627.45,633.48,"Census Tract 85.39, Adams County, Colorado",ADAMS,Not Different Than State Average
199,08001009327,662.87,544.49,781.26,630.47,627.45,633.48,"Census Tract 93.27, Adams County, Colorado",ADAMS,Not Different Than State Average
200,08001009207,746.34,576.85,915.84,630.47,627.45,633.48,"Census Tract 92.07, Adams County, Colorado",ADAMS,Not Different Than State Average
201,08001008548,462.9,301.05,624.74,630.47,627.45,633.48,"Census Tract 85.48, Adams County, Colorado",ADAMS,Lower Than State Average
202,08001060100,572.57,471.18,673.96,630.47,627.45,633.48,"Census Tract 601, Adams County, Colorado",ADAMS,Not Different Than State Average
203,08001009410,609.04,479.44,738.65,630.47,627.45,633.48,"Census Tract 94.10, Adams County, Colorado",ADAMS,Not Different Than State Average
204,08001008802,884.74,724.21,1045.27,630.47,627.45,633.48,"Census Tract 88.02, Adams County, Colorado",ADAMS,Higher Than State Average
205,08001008529,776.95,684.06,869.84,630.47,627.45,633.48,"Census Tract 85.29, Adams County, Colorado",ADAMS,Higher Than State Average
