FIPS State Code,FIPS County Code,year,measure_1_value,measure_2_value,measure_3_value,measure_4_value,measure_5_value,measure_7_value,measure_9_value,measure_11_value,measure_14_value,measure_15_value,measure_21_value,measure_23_value,measure_24_value,measure_36_value,measure_37_value,measure_39_value,measure_42_value,measure_43_value,measure_44_value,measure_45_value,measure_49_value,measure_50_value,measure_51_value,measure_52_value,measure_53_value,measure_54_value,measure_55_value,measure_56_value,measure_57_value,measure_58_value,measure_59_value,measure_60_value,measure_61_value,measure_62_value,measure_63_value,measure_65_value,measure_67_value,measure_69_value,measure_70_value,measure_80_value,measure_81_value,measure_82_value,measure_83_value,measure_85_value,measure_86_value,measure_88_value,measure_122_value,measure_124_value,measure_125_value,measure_126_value,measure_127_value,measure_128_value,measure_129_value,measure_131_value,measure_132_value,measure_133_value,measure_134_value,measure_135_value,measure_136_value,measure_137_value,measure_138_value,measure_139_value,measure_140_value,measure_141_value,measure_142_value,measure_143_value,measure_144_value,measure_145_value,measure_146_value,measure_148_value,measure_149_value,measure_6_value,measure_8_value,measure_10_value,measure_13_value,measure_16_value,measure_17_value,measure_18_value,measure_19_value,measure_20_value,measure_25_value,measure_26_value,measure_27_value,measure_31_value,measure_32_value,measure_35_value,measure_47_value,measure_97_value,measure_99_value,measure_103_value,measure_104_value,measure_105_value,measure_106_value,measure_107_value,measure_108_value,measure_116_value,measure_117_value,measure_118_value,measure_119_value,measure_120_value,measure_121_value,measure_123_value,measure_1_numerator,measure_2_numerator,measure_3_numerator,measure_4_numerator,measure_5_numerator,measure_7_numerator,measure_9_numerator,measure_11_numerator,measure_14_numerator,measure_15_numerator,measure_21_numerator,measure_23_numerator,measure_24_numerator,measure_36_numerator,measure_37_numerator,measure_39_numerator,measure_42_numerator,measure_43_numerator,measure_44_numerator,measure_45_numerator,measure_49_numerator,measure_50_numerator,measure_51_numerator,measure_52_numerator,measure_53_numerator,measure_54_numerator,measure_55_numerator,measure_56_numerator,measure_57_numerator,measure_58_numerator,measure_59_numerator,measure_60_numerator,measure_61_numerator,measure_62_numerator,measure_63_numerator,measure_65_numerator,measure_67_numerator,measure_69_numerator,measure_70_numerator,measure_80_numerator,measure_81_numerator,measure_82_numerator,measure_83_numerator,measure_85_numerator,measure_86_numerator,measure_88_numerator,measure_122_numerator,measure_124_numerator,measure_125_numerator,measure_126_numerator,measure_127_numerator,measure_128_numerator,measure_129_numerator,measure_131_numerator,measure_132_numerator,measure_133_numerator,measure_134_numerator,measure_135_numerator,measure_136_numerator,measure_137_numerator,measure_138_numerator,measure_139_numerator,measure_140_numerator,measure_141_numerator,measure_142_numerator,measure_143_numerator,measure_144_numerator,measure_145_numerator,measure_146_numerator,measure_148_numerator,measure_149_numerator,measure_6_numerator,measure_8_numerator,measure_10_numerator,measure_13_numerator,measure_16_numerator,measure_17_numerator,measure_18_numerator,measure_19_numerator,measure_20_numerator,measure_25_numerator,measure_26_numerator,measure_27_numerator,measure_31_numerator,measure_32_numerator,measure_35_numerator,measure_47_numerator,measure_97_numerator,measure_99_numerator,measure_103_numerator,measure_104_numerator,measure_105_numerator,measure_106_numerator,measure_107_numerator,measure_108_numerator,measure_116_numerator,measure_117_numerator,measure_118_numerator,measure_119_numerator,measure_120_numerator,measure_121_numerator,measure_123_numerator,measure_1_denominator,measure_2_denominator,measure_3_denominator,measure_4_denominator,measure_5_denominator,measure_7_denominator,measure_9_denominator,measure_11_denominator,measure_14_denominator,measure_15_denominator,measure_21_denominator,measure_23_denominator,measure_24_denominator,measure_36_denominator,measure_37_denominator,measure_39_denominator,measure_42_denominator,measure_43_denominator,measure_44_denominator,measure_45_denominator,measure_49_denominator,measure_50_denominator,measure_51_denominator,measure_52_denominator,measure_53_denominator,measure_54_denominator,measure_55_denominator,measure_56_denominator,measure_57_denominator,measure_58_denominator,measure_59_denominator,measure_60_denominator,measure_61_denominator,measure_62_denominator,measure_63_denominator,measure_65_denominator,measure_67_denominator,measure_69_denominator,measure_70_denominator,measure_80_denominator,measure_81_denominator,measure_82_denominator,measure_83_denominator,measure_85_denominator,measure_86_denominator,measure_88_denominator,measure_122_denominator,measure_124_denominator
28,39,2018,12404.178306,0.1682551594,0.1951765848,0.0003850597,105.88,0.8102766798,0.1800648059,0.381,66.765304235,7.410746818,0.75,0.0740152117,0.232,3.6184293709,0.0948616601,50.022541022,3.9144362667,49.071597043,4.6216317969,283.2,0.1558264348,0.585443038,23695,0.2636421186,0.1486811564,0.0783287613,0.0048111416,0.0245199409,0.4955475839,0.8832491806,0.0052917421,0.154,105.2,0.000253218,50705,0.7007548089,0.8330591064,0.4575848303,0.364,0.000084406,0.0065414644,0.2898266274,0.0327309764,0.1513527441,10841.72,0.000253218,0.0564298204,0,9.3,0.8778645284,543.5,57.065992744,,0.000295421,0.2824873771,7.8,0.38,121.93027649,0.1161716172,0.526,17.052479004,0.146,9.4125700595,44.893541152,43.306517656,0.3099671838,0.1105316849,0.1204624355,11,16.31461446,0.2558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441,,2614,9,,,,6353,361,12,225.75,652,1429,,240,81,,10.333333333,85930,66,,,,,,1856,114,581,,19942,114,2570,20,6,,2878,6582,2751,6056,2,155,1772,738.99998533,2937,,6,355,,,20801,426,14,14,7,6378,0.0327309764,19,142,880,,12,3370,22,,,,,,,19,715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66335,,13393,23373,2260.5,506,,16674.540682,5407,161927,301,8809,,,2530,161927,,21057.666667,18593,23303,,316,,,,23695,23695,23695,,22578,21543,16688.311688,19007,23695,,4107,7901,6012,16637.362637,23695,23695,6114,22578,19405,2872,23695,6291,
28,41,2018,10125.193897,0.167597813,0.1932337702,0.0000739536,146.6,0.765258216,0.1900101079,0.358,39.550072569,,0.775,0.0732217573,0.279,3.5743557385,0.0836047774,31.456432841,3.7585990416,74.628662221,4.9565879665,328.1,0.1613099951,0.504950495,13408,0.2044301909,0.1399164678,0.246047136,0.0037291169,0.0112619332,0.4286247017,1,0.0002268946,0.135,780,0.0000745823,39559,0.7524606299,0.7733050847,0.4320848375,0.334,0.0000745823,0.0016408115,0.3228873239,0.0178297281,0.1531887619,13553.81,0.0001491647,0.0621584699,0,9,0.7295644391,513.1,141.73088848,,0.0008949881,0.1372916667,7.5,0.0769230769,83.081462807,0.1421856639,0.473,,0.169,8.1348912883,9.7770825098,4.373660528,0.3179103153,0.1082571705,0.1139389231,5,15.756829153,0.4622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,,1268,1,,,,4004,109,,105.4,315,757,,77,31,,10.333333333,78096,47,,,,,,3299,50,151,,14400,3,1509,90,1,,1529,2920,1915,3733,1,22,917,256.74808534,1434,,2,182,,,9782,233,16,,12,1977,0.0178297281,2,58,605,,,2380,11,,,,,,,11,795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39944,,6562,13522,888,213,,11184.357542,2756,,136,4302,,,921,98549,,13846.333333,15756,14326,,101,,,,13408,13408,13408,,14400,13222,11177.777778,11538,13408,,2032,3776,4432,11176.646707,13408,13408,2840,14400,9361,1151,13408,2928,
28,43,2018,12814.186768,0.2225894395,0.1867550714,0.000556122,70.13,0.8281573499,0.1948012045,0.364,51.550543697,21.132573881,0.76,0.0522209508,0.346,4.1158195716,0.1173733195,21.792966815,4.1786015303,432.12430469,5.4144792549,710.8,0.1242244152,0.5437262357,21275,0.2361927145,0.1734430082,0.4241128085,0.002867215,0.0132549941,0.5241363102,0.5215466082,0.000396786,0.149,392.4,0.0004700353,37419,0.7345284872,0.8659149406,0.5452837279,0.388,0.0000940071,0.004559342,0.5411280846,0.0759617846,0.1449872917,11929.55,0.0003760282,0.0427012792,0,9.3,0.547826087,570.2,83.060536473,,0.0012690952,0.6552542682,6.3,0.1794871795,97.39085268,0.194591029,0.169,,0.208,14.366484382,41.701633059,41.274791233,0.3588006097,0.1313943043,0.1329144088,5,29.681021769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466,,2366,12,,,,5805,256,32,212.04,502,1718,,227,33,,94,76734,154,,,,,,9023,61,282,,11425,8,2382,70,10,,2991,7065,2902,6187,2,97,2763,1664.0188537,2567,,8,227,,,11655,430,17,13,27,14354,0.0759617846,7,105,1475,,,4500,31,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60335,,12669,21578,2380.5,483,,15947.802198,4966,151425,279,9613,,,1934,151425,,21753,14172,21666,,263,,,,21275,21275,21275,,21906,20162,15986.577181,17838,21275,,4072,8159,5322,15945.876289,21275,21275,5106,21906,17705,3053,21275,5316,
28,45,2018,8801.7720434,0.1741549563,0.2098320915,0.0003231366,67.85,0.8063492063,0.1899160077,0.339,34.224049332,5.9643582507,0.7928794179,0.0607216659,0.267,3.9294091413,0.0795252226,15.695679607,4.0715418611,93.574547723,4.6304896794,313.4,0.1485174666,0.5995423341,46791,0.2176059499,0.1823427582,0.0788613195,0.0063473745,0.0384048214,0.507768588,0.4255958478,0.0013793738,0.143,239.5,0.0001923447,45369,0.7393600497,0.8571872411,0.5690023202,0.349,0.0007693787,0.009681349,0.3615146233,0.1482340996,0.1673845669,11424.21,0.0002350879,0.0518060837,1,8.8,0.8476843837,466,51.434029734,6.0518731988,0.0006197773,0.5539393112,6.5,0.2040816327,92.616346568,0.1582948683,0.441,21.557918942,0.162,7.9707022835,37.786202334,30.822093546,0.3152865935,0.119810679,0.1257930129,15,19.566833782,0.1829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789,,5886,15,,,,11795,333,19,381.375,1146,2650,,268,50,,31.5,84349,144,,,,,,3690,297,1797,,18696,60,4977,94,9,,4760,16554,6131,12153,36,453,3733,6511.7757605,6373,,11,545,,,39664,848,21,21,29,24334,0.1482340996,10,213,2915,,30,7380,37,,,,,,,45,885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128653,,28051,46420,3372,630,,34793.510324,9730,318559,481,18873,,,3370,318559,,33663,18216,45949,,437,,,,46791,46791,46791,,43929,43498,34804.195804,39256,46791,,6438,19312,10775,34822.34957,46791,46791,10326,43929,38074,4225,46791,10520,
28,47,2018,9769.4062473,0.2135619994,0.2175722869,0.0005560796,64.69,0.7707110241,0.2122894092,0.329,42.646850002,7.7238307869,0.7825304191,0.0550965777,0.328,4.1422773576,0.0989845112,14.79186462,4.3978685177,249.57863348,4.7807462518,587.3,0.1357348092,0.5389375967,203234,0.2431532126,0.1412116083,0.2455396243,0.0049401183,0.0541887676,0.5076660401,0.2284492665,0.0149071888,0.136,377.7,0.0016188236,42988,0.6981601193,0.8192659289,0.6138867441,0.318,0.0011759843,0.0286664633,0.4351820775,0.1578718876,0.1681500826,10896.35,0.0006839407,0.0467338084,0,9.3,0.6434799295,492.3,78.143877273,8.5417625697,0.0010874165,0.7618663317,5.9,0.3333333333,83.179864639,0.191945677,0.248,17.723976399,0.187,9.8803435778,38.677204217,34.701965508,0.3561700759,0.128177127,0.1322295283,12,16.193419839,0.1694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3105,,26291,112,,,,47649,1802,106,1736.435,4775,15933,,1930,203,,487.66666667,84820,1169,,,,,,49902,1004,11013,,42744,2753,19687,623,329,,22464,71517,32598,46105,239,5826,20746,29538.619534,28395,,139,2348,,,130777,3233,152,167,221,142549,0.1578718876,42,827,14275,,107,36620,199,,,,,,,161,4330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564480,,120838,201410,16914,3066,,144829.78723,42254,1372376,2219,86666,,,19498,1372376,,195396,17742,199058,,1939,,,,203234,203234,203234,,187105,184676,144757.35294,164944,203234,,32176,87294,53101,144984.27673,203234,203234,47672,187105,168867,20986,203234,50242,
28,49,2018,10389.429549,0.2207427361,0.168217353,0.0007451902,58.83,0.8663043478,0.1927486223,0.361,40.845215801,23.033950293,0.6751320509,0.0540322001,0.314,4.0628978061,0.1508146379,17.085942876,4.1814266994,752.98552154,5.3779039415,1037.6,0.1241533178,0.6103752759,241229,0.2467406489,0.1294081557,0.7180189778,0.0018654474,0.0156987759,0.5331987448,0.1527651507,0.0067718013,0.133,1175.3,0.0023463182,42903,0.9017973692,0.846827853,0.658157363,0.325,0.00023629,0.0081830957,0.5916679175,0.1247854664,0.128607538,9966.34,0.0009410146,0.0340909091,1,10,0.2482620249,498.5,86.364975932,10.597384839,0.0019607924,0.7277004301,4.9,0.182320442,72.212747597,0.2085597826,0.289,5.7704276574,0.259,14.080389969,56.871181095,55.414393908,0.3838539502,0.1345794136,0.1358436006,4,26.936501088,0.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3546,,24444,181,,,,62976,2770,395,2070.63,6014,18311,,3536,293,,1710,82411,2529,,,,,,173207,450,3787,,37471,1545,23256,2349,566,,35924,87562,42669,56781,57,1974,35477,30608.003135,26305,,227,2124,,,59888,3712,211,248,473,178494,0.1247854664,33,882,18420,,42,63640,342,,,,,,,329,5680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693728,,145312,242891,16095.8,2760,,174448.75346,67817,1714860,3067,111304,,,23446,1714860,,227096,15324,243729,,1812,,,,241229,241229,241229,,245285,228152,174857.14286,199857,241229,,39836,103400,64831,174710.76923,241229,241229,59961,245285,204537,19171,241229,62304,
28,51,2018,15614.212615,0.3508273451,0.2078357841,0.000436205,80.91,0.8097447796,0.2713089746,0.408,49.300824668,20.763161537,0.7549528302,0.109965064,0.513,5.6227355831,0.1428571429,42.295329058,5.1226799958,,6.4328377845,1088.9,0.0966448027,0.4492753623,17999,0.2657369854,0.143452414,0.8224901383,0.0014445247,0.010556142,0.5247513751,0.8684758829,0,0.168,474,0.0002222346,22045,0.9991251094,0.8,0.3768011527,0.404,0.0000555586,0.0032779599,0.7838108595,0.3250635395,0.1529388111,11977.22,0.0002777932,0.038163387,0,9.6,0.1563975776,661.6,116.52059375,13.643254169,0.0006667037,0.2919054068,1.4,0.3055555556,104.32287931,0.1892103206,0.355,,0.346,9.2693565976,19.295072974,18.828175179,0.4147764554,0.1943504493,0.1790476544,5,22.820629849,0.2895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377,,2106,8,,,,5250,275,27,160.05,661,2433,,272,55,,,48896,201,,,,,,14804,26,190,,16673,0,2160,70,4,,3426,4068,1569,5195,1,59,3912,6240.5698315,2282,,5,192,,,2815,366,23,27,12,5604,0.3250635395,11,96,1210,,,6490,17,,,,,,,21,825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51835,,10133,18340,1817.3,431,,12867.647059,5578,130038,212,6011,,,1904,130038,,,7601,18459,,207,,,,17999,17999,17999,,19198,17190,12857.142857,14767,17999,,3429,5085,4164,12858.910891,17999,17999,4991,19198,14921,2330,17999,5031,
28,53,2018,12839.00415,0.3601084672,0.2321894441,0.0004614142,70.23,0.8770949721,0.2616781582,0.416,68.290353391,,0.825,0.114141838,0.568,5.4164680056,0.1498297389,31.887246696,4.889219652,,5.1040977858,846.6,0.0940767324,0.4842105263,8513,0.2741689181,0.1548220369,0.7436861271,0.0022318807,0.0307764595,0.5321273347,0.4984533333,0.0032930845,0.181,420.2,,25506,0.9982628836,0.8064516129,0.4427443238,0.361,0.0008222718,0.0034065547,0.6383154418,0.1263255389,0.1694452036,9514.56,0.0001174674,0.0376124285,0,9.7,0.2129684013,540.4,,,0.0002349348,0.3588266667,3.4,0.3,72.671117773,0.2278688525,0.267,,0.338,12.688891452,23.069341516,22.276396841,0.4167102667,0.1848685856,0.1724345914,4,,0.3843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,,1157,4,,,,2561,143,,85.8,272,1307,,132,20,,,50944,74,,,,,,6331,19,262,,4673,27,1113,29,0,,1724,2050,897,2223,7,29,1546,1184.3019267,1240,,1,92,,,1813,150,,14,2,3364,0.1263255389,3,32,695,,,3040,11,,,,,,,,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24719,,4983,8669,850.5,179,,6156.25,2094,,104,2383,,,881,62721,,,9981,8741,,95,,,,8513,8513,8513,,9375,8199,6149.1712707,6901,8513,,1727,2542,2026,6157.8947368,8513,8513,2422,9375,7318,1075,8513,2446,
28,55,2018,14558.544049,0.3201844737,0.2140804598,0,,0.8125,0.2692990259,0.343,68.965517241,,,0.1432160804,0.54,5.1123452126,0.1489361702,,4.5771193936,,4.4307269016,644.2,0.1113978105,,1294,0.1329211747,0.1483771252,0.6329211747,0.0030911901,0.014683153,0.4196290572,1,0,0.146,,,26957,,0.8994413408,0.3004587156,0.331,0.0015455951,0.0061823802,0.5174129353,0.2715330449,0.1825487945,8818.9,0,0.0680628272,1,9.4,0.3408037094,,,,0,0.1813655761,1.9,0.2,,0.1647058824,0.267,,0.348,14.958863126,,,0.4019539798,0.1746099145,0.160084632,7,,0.6207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,149,0,,,,384,14,,,57,81,,14,,,,49921,9,,,,,,819,4,19,,1406,0,164,,0,,,322,131,371,2,8,104,381.77546108,159,,0,13,,,441,,,,0,255,0.2715330449,1,,70,,,450,2,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3845,,696,1337,77.3,16,,1119.5335277,203,,,398,,,94,,,,11267,1397,,,,,,1294,1294,1294,,1406,1258,1123.2876712,,1294,,,358,436,1120.8459215,1294,1294,201,1406,871,100,1294,191,
28,57,2018,9702.9110445,0.1905321849,0.1899860304,0.0002964971,51.71,0.8813559322,0.1848268484,0.349,40.536374846,,0.83,0.0502803916,0.229,4.0518339489,0.097311828,25.582925225,4.1256187661,108.36553406,4.6481597006,,0.1480190945,0.5514018692,23529,0.2195163415,0.1760380807,0.0687237027,0.0030600536,0.0159377789,0.5068213694,0.8625272424,0.0011245558,0.144,125.2,0.0002125037,40644,0.6732505643,0.8430523159,0.5193140794,0.37,0.0001275022,0.0040375707,0.3264993294,0.0465996389,0.1503827828,10934.46,0.000170003,0.0472263868,1,9.6,0.9010157678,488.7,72.393822394,,0.0008075141,0.4713046451,7.7,0.0810810811,102.18070658,0.1118644068,0.39,,0.147,11.436316659,43.723116584,43.308687357,0.3147329069,0.1272148917,0.1315708921,8,12.772588322,0.1672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,,2584,7,,,,6096,263,,228.25,529,1162,,181,42,,25.333333333,74510,,,,,,,1617,72,375,,20184,25,2509,25,5,,2386,7590,2877,6450,3,95,1704,1090.4781493,2809,,4,252,,,21200,414,15,12,19,11029,0.0465996389,3,120,990,,,3450,27,,,,,,,15,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65370,,13601,23609,2705.3,531,,17467.048711,6488,,275,10521,,,1860,164172,,23377.666667,16030,,,321,,,,23529,23529,23529,,23401,22231,17423.611111,19967,23529,,3544,9003,5540,17432.432432,23529,23529,5219,23401,18679,3509,23529,5336,
28,59,2018,9193.4573582,0.1727247834,0.1870478494,0.0005091038,53.22,0.7886830245,0.1873029169,0.32,37.641509434,4.3693858473,0.7748085758,0.0652629461,0.253,3.8087847771,0.0974144685,17.985611511,3.8283591047,276.51148983,4.6668995808,364.9,0.1522681795,0.553449583,141241,0.2394842857,0.1498714962,0.2139109749,0.0044533811,0.0616676461,0.508237693,0.2726036028,0.0081180477,0.143,207.4,0.001387699,53288,0.6485505752,0.8467124598,0.6223933357,0.3,0.0008283714,0.0234917623,0.3754550793,0.1091858597,0.1452300185,10457.76,0.0003894053,0.0419232725,0,9.1,0.6803690147,435.9,57.875881875,7.2155089977,0.0007221699,0.8340206776,6.8,0.2293577982,82.605801425,0.1455645962,0.338,19.820529822,0.162,10.394201874,50.159920375,41.731725609,0.3208821107,0.115244787,0.1182045389,12,14.619239771,0.1651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2107,,16082,72,,,,33267,1197,43,1517.85,3893,8429,,1119,177,,375.66666667,93506,515,,,,,,30213,629,8710,,38074,1075,14892,243,196,,15728,49553,22713,31170,117,3318,12788,15249.770649,17382,,55,1484,,,96096,2105,79,83,102,116486,0.1091858597,25,582,7335,,84,22850,147,,,,,,,103,2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399188,,85978,141425,10382.3,1997,,103959.375,31800,984120,1959,59651,,,11487,984120,,135859.33333,20036,141137,,1319,,,,141241,141241,141241,,139668,132421,104139.86014,117150,141241,,24251,58524,36493,103900,141241,141241,34060,139668,119686,12916,141241,35398,
28,61,2018,11648.718462,0.2334845554,0.1987371908,0.000181061,62.82,0.8041002278,0.1972502543,0.383,45.09147127,8.5778006519,0.8956703911,0.0771969574,0.338,4.2724737451,0.1149936468,38.600102934,4.127641832,,5.3189784302,530.1,0.1148037216,0.4889867841,16578,0.2304258656,0.1900711787,0.5262395946,0.0023525154,0.0124864278,0.5127880323,1,0.0013570275,0.178,268.1,0.0001206418,34806,0.885286783,0.843503937,0.5410326087,0.426,0.0007841718,0.0015683436,0.4681462141,0.0613480461,0.157937929,10385.37,0.0003016045,0.0558503917,0,9.7,0.4500542888,544.4,84.552845528,,0.0001809627,0.1511546126,6.1,0.1538461538,106.35597829,0.1444043321,0.465,,0.223,11.467197779,35.169080811,35.445724116,0.3533894875,0.1361629741,0.1355342398,5,18.128859936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,,1920,3,,,,4716,175,10,160.325,477,1280,,181,45,,,71019,88,,,,,,8724,39,207,,17062,21,2198,37,2,,2130,5142,1991,5249,13,26,1793,1046.7203633,2117,,5,221,,,7461,323,13,13,3,2579,0.0613480461,4,88,1000,,,3700,19,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45792,,9661,16569,1798.5,439,,12313.315927,3881,116580,179,6179,,,1574,116580,,,13352,16601,,227,,,,16578,16578,16578,,17062,15475,12348.314607,13798,16578,,2406,6096,3680,12321.596244,16578,16578,3830,17062,13404,2267,16578,3957,
28,63,2018,13132.391283,0.3456521197,0.1996332799,0.000266418,82.44,0.8121212121,0.2636227694,0.464,58.75440658,,,0.1494407159,0.448,5.1249572649,0.1651376147,41.50865078,4.7424423753,316.43812802,5.758025974,723.8,0.0952641792,0.6543209877,7297,0.2277648349,0.1528025216,0.8508976292,0.0024667672,0.0080855146,0.5060983966,1,0.0014417532,0.176,433.1,0.0001370426,26731,0.9906976744,0.9051422866,0.4893506494,0.372,0.0002740852,0.0009592983,0.7448863636,0.0636125997,0.1572940787,12190.32,,0.0506471581,0,8.4,0.1321090859,672.6,,,0.0008222557,0.610665286,3.3,0.1666666667,92.91213167,0.1506849315,0.395,,0.379,2.6641800986,19.855189059,19.855189059,0.4248164557,0.174949087,0.1638642406,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,,871,2,,,,2623,100,,,334,736,,126,22,,19,55421,55,,,,,,6209,18,59,,7726,10,996,27,1,,1278,1813,942,2106,2,7,1311,491.47094559,951,,0,90,,,964,171,,13,6,4718,0.0636125997,2,35,385,,,2870,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21257,,4363,7507,643.5,165,,5653.0172414,1702,,,2235,,,763,53001,,6004.3333333,9625,7599,,81,,,,7297,7297,7297,,7726,6936,5659.0909091,6234,7297,,1290,2003,1925,5661.2903226,7297,7297,1760,7726,6046,818,7297,1777,
28,65,2018,14233.340055,0.2963841029,0.2197850087,0.0001714531,81.7,0.8447204969,0.2274121334,0.412,49.596309112,17.973327582,0.825,0.0834525513,0.43,5.0520342518,0.1454363089,57.514648262,4.6405634677,,5.5604906519,769.8,0.0958546741,0.6162790698,11385,0.2024593764,0.210188845,0.5893719807,0.0026350461,0.0144049188,0.5223539745,1,0,0.17,222.8,0.0001756697,30815,0.9959211421,0.8425972713,0.4456355283,0.375,0.0002635046,0.0026350461,0.6114570361,0.0944381023,0.1772124609,11166.77,0.0003513395,0.0579196217,0,9.3,0.3838383838,630.8,132.80212483,,0.0005270092,0.2509810203,5,0.2857142857,161.42187181,0.2325581395,0.511,,0.268,14.573510502,12.824151085,12.632007281,0.3894069953,0.1685195347,0.1609452716,6,44.178617549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,,1513,2,,,,3724,129,15,108.9,350,976,,145,48,,,56211,91,,,,,,6710,30,164,,12487,0,1534,22,2,,1465,3335,1164,3393,3,30,1473,1179.2485831,1644,,4,147,,,4370,268,13,10,6,3134,0.0944381023,8,95,1150,,,3200,17,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32691,,6884,11665,1178.3,322,,9038.8349515,2601,83457,132,4194,,,997,83457,,,10109,11822,,172,,,,11385,11385,11385,,12487,11069,9023.5294118,9875,11385,,1471,3958,2612,9048,11385,11385,2409,12487,9277,1518,11385,2538,
28,67,2018,10336.31196,0.2256640515,0.2146602215,0.0005130836,77.29,0.8686868687,0.1901947542,0.409,55.469953775,5.6497648024,0.77,0.0613539652,0.294,4.2716644565,0.1084686775,28.039573464,4.2973667323,245.8861358,5.2825135888,475.9,0.1250307713,0.562099872,67953,0.2556914338,0.1605815784,0.290803938,0.0066075081,0.0435595191,0.5134872633,0.6143651953,0.0083002583,0.153,261,0.0005150619,40283,0.7747313193,0.8968194151,0.5553983136,0.351,0.0004561977,0.0058717054,0.469200904,0.0541568313,0.163113879,11341.39,0.0005150619,0.048331287,0,9.8,0.6482274513,497.3,87.090602781,8.4511146729,0.0011184201,0.5164327563,6.9,0.0921052632,89.165643454,0.1542094456,0.261,5.38007806,0.183,15.685699626,47.650852491,47.171841511,0.3341604313,0.1360229801,0.1367193239,5,16.079050459,0.2472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1113,,8393,35,,,,20011,900,27,634.48,1586,5011,,748,134,,156,79692,325,,,,,,19761,449,2960,,41630,527,7503,145,35,,9155,23798,9419,17187,31,399,8097,3669.7210484,9167,,35,866,,,44049,1144,61,58,76,34994,0.0541568313,7,305,3755,,11,12490,107,,,,,,,55,2070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191703,,39099,68215,6608.3,1386,,48926.650367,16225,477896,824,25850,,,6896,477896,,63444,15086,68290,,781,,,,67953,67953,67953,,67761,63492,49039.215686,55560,67953,,11817,26536,16959,48965.811966,67953,67953,17257,67761,56200,8409,67953,17918,
28,69,2018,10520.272888,0.2781964439,0.2497196262,0.000100311,99.38,0.7875647668,0.2299973219,0.36,26.344280043,,0.675,0.0874824191,0.393,4.8133233455,0.1496062992,23.856635653,4.3360412984,62.154948631,4.8726752504,521.5,0.1103445055,0.5625,9896,0.1991713824,0.1861358124,0.6062045271,0.0350646726,0.0108124495,0.5007073565,1,0.0013464526,0.162,187.4,,31018,1,0.8064424173,0.4096681688,0.371,0,0.0021220695,0.6001894837,0.3037728285,0.198630137,10937.13,0.0002021019,0.0620756547,0,9.5,0.3384195635,520.4,,,0.0003031528,0.0121461362,3.2,0.347826087,71.06619026,0.1079234973,0.58,,0.26,10.031096399,29.301019873,25.316459469,0.3940671223,0.1567899736,0.1485915031,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,,1336,1,,,,2736,73,,57.375,311,768,,95,17,,5.6666666667,57902,53,,,,,,5999,347,107,,10456,13,1234,16,0,,1111,2829,1000,2823,0,21,1267,3176.2486947,1450,,2,128,,,3349,175,,,3,127,0.3037728285,8,36,395,,,2660,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28027,,5350,9969,993,193,,7600,2771,,85,3555,,,635,71259,,9117,11883,10163,,96,,,,9896,9896,9896,,10456,9655,7617.2839506,8535,9896,,1111,3508,2441,7609.1644205,9896,9896,2111,10456,7300,1264,9896,2062,
