FIPS State Code,FIPS County Code,year,measure_1_value,measure_2_value,measure_3_value,measure_4_value,measure_5_value,measure_7_value,measure_9_value,measure_11_value,measure_14_value,measure_15_value,measure_21_value,measure_23_value,measure_24_value,measure_36_value,measure_37_value,measure_39_value,measure_42_value,measure_43_value,measure_44_value,measure_45_value,measure_49_value,measure_50_value,measure_51_value,measure_52_value,measure_53_value,measure_54_value,measure_55_value,measure_56_value,measure_57_value,measure_58_value,measure_59_value,measure_60_value,measure_61_value,measure_62_value,measure_63_value,measure_65_value,measure_67_value,measure_69_value,measure_70_value,measure_80_value,measure_81_value,measure_82_value,measure_83_value,measure_85_value,measure_86_value,measure_88_value,measure_122_value,measure_124_value,measure_125_value,measure_126_value,measure_127_value,measure_128_value,measure_129_value,measure_131_value,measure_132_value,measure_133_value,measure_134_value,measure_135_value,measure_136_value,measure_137_value,measure_138_value,measure_139_value,measure_140_value,measure_141_value,measure_142_value,measure_143_value,measure_144_value,measure_145_value,measure_146_value,measure_148_value,measure_149_value,measure_6_value,measure_8_value,measure_10_value,measure_13_value,measure_16_value,measure_17_value,measure_18_value,measure_19_value,measure_20_value,measure_25_value,measure_26_value,measure_27_value,measure_31_value,measure_32_value,measure_35_value,measure_47_value,measure_97_value,measure_99_value,measure_103_value,measure_104_value,measure_105_value,measure_106_value,measure_107_value,measure_108_value,measure_116_value,measure_117_value,measure_118_value,measure_119_value,measure_120_value,measure_121_value,measure_123_value,measure_1_numerator,measure_2_numerator,measure_3_numerator,measure_4_numerator,measure_5_numerator,measure_7_numerator,measure_9_numerator,measure_11_numerator,measure_14_numerator,measure_15_numerator,measure_21_numerator,measure_23_numerator,measure_24_numerator,measure_36_numerator,measure_37_numerator,measure_39_numerator,measure_42_numerator,measure_43_numerator,measure_44_numerator,measure_45_numerator,measure_49_numerator,measure_50_numerator,measure_51_numerator,measure_52_numerator,measure_53_numerator,measure_54_numerator,measure_55_numerator,measure_56_numerator,measure_57_numerator,measure_58_numerator,measure_59_numerator,measure_60_numerator,measure_61_numerator,measure_62_numerator,measure_63_numerator,measure_65_numerator,measure_67_numerator,measure_69_numerator,measure_70_numerator,measure_80_numerator,measure_81_numerator,measure_82_numerator,measure_83_numerator,measure_85_numerator,measure_86_numerator,measure_88_numerator,measure_122_numerator,measure_124_numerator,measure_125_numerator,measure_126_numerator,measure_127_numerator,measure_128_numerator,measure_129_numerator,measure_131_numerator,measure_132_numerator,measure_133_numerator,measure_134_numerator,measure_135_numerator,measure_136_numerator,measure_137_numerator,measure_138_numerator,measure_139_numerator,measure_140_numerator,measure_141_numerator,measure_142_numerator,measure_143_numerator,measure_144_numerator,measure_145_numerator,measure_146_numerator,measure_148_numerator,measure_149_numerator,measure_6_numerator,measure_8_numerator,measure_10_numerator,measure_13_numerator,measure_16_numerator,measure_17_numerator,measure_18_numerator,measure_19_numerator,measure_20_numerator,measure_25_numerator,measure_26_numerator,measure_27_numerator,measure_31_numerator,measure_32_numerator,measure_35_numerator,measure_47_numerator,measure_97_numerator,measure_99_numerator,measure_103_numerator,measure_104_numerator,measure_105_numerator,measure_106_numerator,measure_107_numerator,measure_108_numerator,measure_116_numerator,measure_117_numerator,measure_118_numerator,measure_119_numerator,measure_120_numerator,measure_121_numerator,measure_123_numerator,measure_1_denominator,measure_2_denominator,measure_3_denominator,measure_4_denominator,measure_5_denominator,measure_7_denominator,measure_9_denominator,measure_11_denominator,measure_14_denominator,measure_15_denominator,measure_21_denominator,measure_23_denominator,measure_24_denominator,measure_36_denominator,measure_37_denominator,measure_39_denominator,measure_42_denominator,measure_43_denominator,measure_44_denominator,measure_45_denominator,measure_49_denominator,measure_50_denominator,measure_51_denominator,measure_52_denominator,measure_53_denominator,measure_54_denominator,measure_55_denominator,measure_56_denominator,measure_57_denominator,measure_58_denominator,measure_59_denominator,measure_60_denominator,measure_61_denominator,measure_62_denominator,measure_63_denominator,measure_65_denominator,measure_67_denominator,measure_69_denominator,measure_70_denominator,measure_80_denominator,measure_81_denominator,measure_82_denominator,measure_83_denominator,measure_85_denominator,measure_86_denominator,measure_88_denominator,measure_122_denominator,measure_124_denominator
11,1,2018,7713.3725746,0.1302512679,0.0500819144,0.0011484199,38.35,0.7972520698,0.1668600618,0.228,34.060003702,16.427306839,0.684472973,0.0601404517,0.276,3.0064168988,0.0995200388,5.7417982071,3.5424234802,1263.3762802,7.2358675332,1198.4,0.2800474195,0.6238728049,681170,0.1774784562,0.1155232908,0.4614795132,0.0061599894,0.1092561328,0.5254782213,0,0.024111342,0.08,2590.2,0.0043630812,74093,0.7506897935,0.3370153441,0.8019652649,0.174,0.0015282529,0.0414742282,0.5426798636,0.0078589846,0.0429837448,8186.5,0.0011964708,0.0167505291,1,10.9,0.3643275541,411,81.798449479,8.1270479836,0.0015737628,0.9996028073,8.4,0.25,65.176509839,0.2156199166,0.458,24.350354894,0.127,27.490672807,69.528502635,62.219515273,0.3620131325,0.0907536051,0.1047263411,38.8,13.734164311,0.1614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7632,,22377,772,,,,119071,4784,741,3039.06,23602,32715,,6573,259,,8160,162561,7896,,,,,,314346,4196,74422,,0,14878,42055,14972,2972,,61760,116518,194078,91128,1041,28251,61573,4728.9317891,24198,,815,2034,,,248169,8034,381,501,1072,601484,0.0078589846,27,2145,57660,,490,82340,1848,,,,,,269,452,15141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1879981,,446808,672228,47607.8,5677,,522241.22807,140458,4510782,4440,392448,,,66047,4510782,,645888.33333,22466,658893,,4214,,,,681170,681170,681170,,601723,617054,525687.5,578020,681170,,82271,345735,242003,523724.13793,681170,681170,113461,601723,562957,45415,681170,121429,
12,0,2018,6803.0056669,0.1850474948,0.1947989182,0.0007265454,53.64,0.8563731627,0.1547759345,0.259,25.290602729,5.8986393408,0.7788487882,0.0488231357,0.213,3.8206779551,0.0863889568,13.2532121,3.7516156826,499.61774887,4.6835803877,454.8,0.1752202504,0.6788814139,20612439,0.2011752224,0.1986624193,0.1555680529,0.0049697661,0.2487320884,0.5114527204,0.0883696934,0.064577422,0.106,615.2,0.0014217628,50857,0.5884924475,0.7947721335,0.6179158851,0.238,0.0011210221,0.028512977,0.3845734871,0.0716844962,0.1630106408,11040.07,0.0005764966,0.0734158842,0.4626865672,7.4,0.5489359605,332.3,53.416281643,6.2882849278,0.0008776739,0.8704541332,6.7,0.2635416667,72.263776059,0.2151365222,0.395,17.424352314,0.151,7.1411404277,54.863733273,44.693702166,0.3449243134,0.1207471064,0.1191071245,23.7451,12.632537781,0.154796447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236078,,2324052,14728,,,,3978209,102134,8111,155896.71,480368,869892,,131774,18224,,97864.666667,98580,90468,,,,,,3206637,102439,5126975,,1661466,1216654,1627471,106585,29306,,1642596,6874620,3069064,3659701,23107,587722,1546295,1347762.4348,2602192,,11883,312070,,,11314909,246577,8724,9508,18091,16365678,0.0716844962,3542,72009,1552750,,10590,3056280,14476,,,,,,4728,12588,350133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54585628,,11930518,20271272,1506764.3,215670,,15382393.073,4038417,137506288,200163,9838942,,,1525357,137506288,,19587908.333,21048,19893297,,152657,,,,20612439,20612439,20612439,,18801310,18840238,15382554.731,17323983,20612439,,2791193,8649800,4966799,15382624.834,20612439,20612439,4020805,18801310,15963326,1843028,20612439,4250715,
12,1,2018,6900.6741518,0.1930867221,0.1444212968,0.0015040544,54.93,0.8720930233,0.148948162,0.258,15.251177295,4.0978798243,0.7521533181,0.0426101152,0.218,4.4095938796,0.0903190646,9.8798198505,4.2777984357,579.22046579,6.1323640961,850.3,0.2056176922,0.6488244122,263496,0.1814145186,0.1337743267,0.2001738167,0.0034497677,0.0939672709,0.5166605945,0.2119343727,0.0112916064,0.08,427.1,0.0055332908,45294,0.4694909688,0.7470204067,0.7571258726,0.204,0.0007172784,0.0602362085,0.3603270905,0.0642796153,0.1259977593,9688.66,0.0016926253,0.0657630728,1,7.5,0.6196716459,349.7,75.541244984,8.2012028431,0.0024630355,0.8811737879,6.5,0.2967032967,60.324992138,0.2281687211,0.225,10.514977431,0.204,10.116785401,41.646081464,34.160670964,0.3585795384,0.1353374724,0.1325376531,7,9.7298374417,0.0765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2564,,24402,391,,,,50969,1208,73,1643.455,5638,10289,,1823,176,,1472,97014,2180,,,,,,52745,909,24760,,52419,2738,15827,961,1458,,14296,86245,49672,40217,189,15872,16392,15898.662922,27103,,446,3212,,,163281,2706,141,165,649,217946,0.0642796153,54,775,21935,,82,51910,263,,,,,,,125,4785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730032,,168964,259964,20377.5,2752,,197554.26357,79207,1781409,2185,132316,,,20184,1781409,,254134.66667,15820,256380,,1999,,,,263496,263496,263496,,247336,242481,197837.5,225023,263496,,30450,115452,65606,197142.15686,263496,263496,45492,247336,215107,23951,263496,48842,
12,3,2018,7984.3129499,0.1992612885,0.1449129178,0.0004376368,90.32,0.8117359413,0.1940368539,0.344,49.352890423,,0.82,0.0488896691,0.239,4.315002168,0.0981443299,23.058621304,4.4597827811,360.05028499,4.1211131435,424.5,0.1807304235,0.5666666667,27937,0.2467337223,0.1346601281,0.1370225865,0.0041879944,0.0247700183,0.4747825464,0.5949105661,0.0061682608,0.127,436.4,0.0008948706,51904,0.5289884046,0.855294586,0.4317396313,0.356,0.0002863586,0.0066578373,0.3398845734,0.1296059185,0.1175624246,11911.78,0.0004295379,0.0594045233,0,7.6,0.8127214805,421.6,73.659398939,10.037641154,0.0005727172,0.3501382998,6.4,0.4318181818,71.036770683,0.1676646707,0.506,20.618556701,0.173,9.117432531,17.629373705,23.455841055,0.3717702784,0.1310905754,0.1318532476,11,9.5203919472,0.301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,,2155,12,,,,6822,286,,243.54,557,1620,,238,44,,98.333333333,94629,115,,,,,,3828,117,692,,16131,158,2523,99,25,,2646,8594,2998,7060,8,186,2179,3514.2644805,2533,,12,415,,,22705,388,20,24,16,9494,0.1296059185,19,97,1400,,17,4690,25,,,,,,,13,1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77445,,14871,27420,1758.8,409,,19831.395349,5795,,297,11393,,,2425,190818,,27311,22962,27093,,210,,,,27937,27937,27937,,27115,25615,19866.141732,22685,27937,,5002,10048,6944,19831.460674,27937,27937,6411,27115,21546,2194,27937,6986,
12,5,2018,9478.0160953,0.1866007994,0.164437401,0.0005065103,60.11,0.7796610169,0.1803883197,0.301,43.417533432,6.8282024269,0.71,0.0489226783,0.23,4.233586094,0.0837716003,15.607319833,4.1691639144,507.78197852,4.2972076306,477.7,0.1954133706,0.6123535676,183974,0.2151445313,0.1675236718,0.1088523378,0.0083653125,0.0630795656,0.5021361714,0.1199985786,0.011668102,0.109,284.4,0.0022883668,48843,0.5456607034,0.8187434867,0.6074874566,0.267,0.0015926163,0.0228782328,0.3716830386,0.1058280898,0.1379703611,11512.97,0.0004783285,0.0657745297,0,8.1,0.7696413624,473.9,65.760207338,7.4399084319,0.0010871101,0.7550103049,6.6,0.3066666667,87.158042096,0.1776969877,0.287,20.198533219,0.175,9.029096815,46.507319016,35.468701137,0.3651047425,0.1321178518,0.1311806338,11,18.171947001,0.1673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2916,,18158,92,,,,41077,1461,84,1381.66,4305,8932,,1338,192,,886,93258,855,,,,,,20026,1539,11605,,20262,1951,14857,436,421,,15159,65994,28332,36508,293,4209,14189,17869.284616,20566,,88,2664,,,141594,3028,102,117,200,127485,0.1058280898,46,777,11975,,110,30620,164,,,,,,,162,3340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498809,,110425,181635,16845,2950,,136468.43854,33650,1230192,1946,87996,,,15972,1230192,,174484.33333,21702,178985,,1878,,,,183974,183974,183974,,168852,167208,136302.75229,153293,183974,,27781,80604,46638,136734.0824,183974,183974,38175,168852,149061,21183,183974,40502,
12,7,2018,10748.895888,0.2034880228,0.1591941392,0.0003713607,106.27,0.8406708595,0.2154745229,0.356,53.359683794,5.2293050254,0.775,0.0425804094,0.268,4.6016216266,0.1088560886,23.008942112,4.0944422879,461.34366342,5.868113046,483.1,0.1685860669,0.6108949416,26926,0.1993240734,0.183911461,0.1894822848,0.0047909084,0.0395528485,0.457364629,0.7552945302,0.0044811321,0.135,303.8,0.0001856941,43058,0.570134333,0.8387835186,0.4397877262,0.332,0.0005570824,0.0062764614,0.3999619989,0.0224702193,0.1330836586,11566.99,0.0002599718,0.0685201794,0,7.3,0.7428136374,478.6,120.14787431,9.2936802974,0.0007427765,0.7906732118,7.2,0.275862069,101.14908334,0.1756373938,0.508,13.655097075,0.186,11.883541295,27.177335685,24.827390322,0.3849281213,0.1362444834,0.1254879463,12,11.899892157,0.3305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,,2173,10,,,,7420,243,10,154.225,466,1407,,236,44,,122.66666667,82224,129,,,,,,5102,129,1065,,21541,114,2821,70,5,,1825,7695,3232,6919,15,169,2105,640.85065368,2523,,7,382,,,20001,462,26,20,20,22550,0.0224702193,8,136,1550,,11,5080,32,,,,,,,16,970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74342,,13650,26928,2151,477,,20842.696629,4554,191230,199,10944,,,2168,191230,,26589,14012,26702,,257,,,,26926,26926,26926,,28520,25440,20896.296296,23041,26926,,3201,9174,7349,20840.361446,26926,26926,5263,28520,18958,2685,26926,5575,
12,9,2018,7836.583207,0.1571226066,0.159480166,0.0007498838,53.49,0.8625073573,0.1712400232,0.269,21.574234682,5.1424788033,0.86,0.0518040194,0.217,3.9790836294,0.0769273526,13.910405163,4.2359708964,518.32123254,4.4066846017,313.2,0.1832134193,0.683642794,579130,0.1850534422,0.232448673,0.0995527774,0.0046293578,0.0985892632,0.5122131473,0.050743868,0.0150984027,0.122,293.3,0.0014590852,51214,0.5003782512,0.8191957021,0.6573442011,0.255,0.0012967727,0.0244867301,0.3678919168,0.1231283638,0.135299686,10709.21,0.0005698202,0.0628034727,1,6.5,0.7523440333,385.6,48.230212546,6.3225625962,0.0008702709,0.8128864727,6.8,0.254691689,89.928282195,0.1673661883,0.301,26.17212692,0.156,7.6220585543,46.521704569,35.360206268,0.3348785066,0.1209301654,0.1286593835,15,16.237050952,0.1427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8320,,52498,426,,,,118857,2301,200,4677.54,13574,22864,,2768,541,,2865.3333333,96643,1744,,,,,,57654,2681,57096,,27573,8063,53806,1449,845,,36379,188773,77422,112425,751,14181,38313,66904.997835,58601,,330,6894,,,435705,8779,203,226,504,441703,0.1231283638,95,2520,37085,,446,86140,433,,,,,,,455,8200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500444,,329182,568088,55761.8,8495,,441847.58364,106655,3889175,5439,262026,,,35982,3889175,,552810.33333,21931,556885,,5655,,,,579130,579130,579130,,543376,534030,441032.78689,494103,579130,,72703,230437,117780,440882.35294,579130,579130,104142,543376,433120,69293,579130,109771,
12,11,2018,5735.6880654,0.1642106422,0.1979956292,0.0007229392,52.3,0.861160803,0.1419505811,0.246,18.416716069,4.930969921,0.7687368965,0.0460511312,0.183,3.6609080223,0.0937393269,11.013017994,3.9176931969,440.85968362,4.778535151,509.8,0.1892751027,0.6254768392,1909632,0.2132196151,0.1607571511,0.2800989929,0.0038489091,0.2871286195,0.5132695724,0.00016933,0.0740224092,0.096,1180.3,0.0015112859,54055,0.6074662772,0.794010562,0.6655372102,0.241,0.0011195874,0.0380219854,0.3878576256,0.0247641591,0.1651973777,11989.83,0.0007409805,0.0734169687,1,7.4,0.3774036045,290.4,46.031156605,5.5764189518,0.0007435988,0.9585908084,7.9,0.1779324056,58.150297456,0.2603957578,0.44,18.184086387,0.146,5.4681835559,52.822628801,43.61118204,0.3660211604,0.1153282571,0.1224414364,10,9.3147665418,0.1364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17827,,234291,1371,,,,350078,7052,634,15619.965,46241,73826,,14272,1416,,8117.3333333,107259,9529,,,,,,534886,7350,548310,,296,129902,136963,18867,2886,,163878,708764,333518,342982,2138,72608,154953,43289.384535,261839,,1415,31110,,,720702,18824,745,836,1420,1675680,0.0247641591,179,5425,173835,,1032,269620,1037,,,,,,,869,27585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5212386,,1183314,1896425,82473,10062,,1423081.3008,382913,12857511,20319,1004123,,,152252,12857511,,1841251,22446,1869235,,7340,,,,1909632,1909632,1909632,,1748066,1754901,1426697.9167,1598454,1909632,,269773,892638,501126,1423161.8257,1909632,1909632,399510,1748066,1585007,93553,1909632,423744,
12,13,2018,7551.4199948,0.2414106394,0.1991132049,0.0004148804,89.9,0.8407079646,0.1998091653,0.389,52.422270427,,0.825,0.0566989508,0.309,5.0767179848,0.081934847,23.484055305,4.1202111385,130.14113582,3.66765,357.8,0.1567649592,0.6147540984,14423,0.2064757679,0.1786729529,0.1272273452,0.0127574014,0.0577549747,0.4570477709,0.6751452991,0.0135828336,0.152,275.7,0.0001386674,36708,0.5866302865,0.7918960581,0.4451714211,0.332,0.0013866741,0.0080427096,0.3534511504,0.0895726825,0.1626808385,11845.44,0.0006240033,0.0757477243,0,8.2,0.7745961312,515.3,,,0.0005546696,0.2703589744,6.8,0.2857142857,65.914146824,0.1629863302,0.387,,0.173,9.6805421104,48.754098361,39.625403779,0.4010380071,0.1524905861,0.1326078247,8,,0.3522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,,1437,6,,,,4376,145,,133.65,281,909,,83,24,,19.333333333,73353,52,,,,,,1835,184,833,,9874,188,1708,34,2,,1290,3596,1701,3733,20,116,1060,1310.0004813,1653,,9,233,,,11172,274,,,8,3954,0.0895726825,4,48,775,,,2520,14,,,,,,,,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40395,,7217,14462,1090.5,226,,11249.357326,2766,,162,4956,,,1013,102197,,14855.666667,20000,14532,,122,,,,14423,14423,14423,,14625,13841,11236.842105,12332,14423,,2199,4541,3821,11243.975904,14423,14423,2999,14625,10161,1386,14423,3076,
12,15,2018,7689.2484402,0.146700831,0.1910573522,0.0006642983,47.78,0.8746475263,0.1644984271,0.261,26.116628024,1.4558184783,0.76,0.0533173299,0.234,3.8355104494,0.0843137255,13.701820972,4.0503764261,219.4629636,4.0328070924,185.2,0.1685525113,0.7639986259,178465,0.1257221304,0.3884122937,0.0555010786,0.0034180372,0.0689434903,0.5113551677,0.088843466,0.0151743035,0.142,199.5,0.0010534278,44935,0.6452898325,0.7862666476,0.5389035381,0.23,0.000610764,0.0140307623,0.3608530502,0.1413041547,0.167592159,10595.35,0.0004930939,0.0834778086,1,6.7,0.8447762867,346.6,38.448055546,4.6302792199,0.0006892108,0.8762017277,6.8,0.2767857143,68.103569359,0.1736434109,0.306,8.8452353025,0.145,6.6429829882,47.023630326,35.854860975,0.315912691,0.117561408,0.1228989483,7,15.934110682,0.1811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2635,,15827,115,,,,37547,597,17,1046.52,3687,5162,,602,160,,361.33333333,85064,312,,,,,,9905,610,12304,,14213,2492,20482,315,188,,10364,43924,13693,33059,109,2504,7885,22605.556054,17535,,88,1926,,,150763,2746,34,33,123,140173,0.1413041547,31,577,12320,,46,24050,115,,,,,,,135,2205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418444,,82839,173115,27066,3901,,143858.23755,22859,1167728,1377,69152,,,7140,1167728,,164644.33333,21093,168474,,2911,,,,178465,178465,178465,,159978,164225,144239.43662,157921,178465,,16061,55864,25409,143734.78261,178465,178465,21851,159978,104629,34534,178465,23072,
12,17,2018,10222.224288,0.1900776207,0.1734664352,0.0005387855,46.57,0.88717373,0.184434352,0.271,34.348523014,4.7766460627,0.77,0.0678058383,0.286,4.5057565391,0.0806207938,18.598430414,4.3932917789,355.71980449,4.2150592217,219.5,0.1642587513,0.7035472973,143621,0.1471233315,0.3595922602,0.028011224,0.0040314439,0.0541773139,0.5171875979,0.3451881956,0.0077934766,0.154,162.2,0.0005848727,40009,0.6585094549,0.8179822,0.4806008077,0.295,0.000362064,0.0160700733,0.4189483887,0.1288570751,0.1486092981,9887.05,0.0002924363,0.0691197492,1,7.1,0.8846756394,480,77.11838265,7.2384594373,0.0008146441,0.7883471636,6.6,0.2173913043,118.1180241,0.145953519,0.33,26.883241836,0.162,8.6489245559,31.419560017,22.071136939,0.3454962022,0.1353707185,0.1366788826,15,20.208143882,0.1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2911,,11990,76,,,,31394,750,47,876.26,3238,5873,,587,183,,488.33333333,74733,306,,,,,,4023,579,7781,,48753,1053,17829,205,84,,10064,35017,10591,34224,52,2308,8645,18199.257864,13320,,42,1499,,,127058,3014,65,53,117,111343,0.1288570751,25,830,8855,,114,22630,122,,,,,,,142,2195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352796,,69120,141058,22955.3,3563,,115845.01845,21835,983954,1138,47754,,,7281,983954,,137280.33333,17730,139377,,2368,,,,143621,143621,143621,,141236,135113,115772.72727,126409,143621,,15283,42809,22037,116013.55932,143621,143621,20635,141236,89631,29478,143621,21687,
12,19,2018,6889.7580527,0.1533637704,0.1432290207,0.0005687194,58.29,0.8167392657,0.1782554271,0.291,21.88430284,4.5452741774,0.84,0.045213586,0.135,3.6526275438,0.0808419359,15.58379718,3.9768819775,337.62150478,3.8911184092,335.3,0.2162521889,0.653099858,208311,0.237164624,0.1511874073,0.1045360063,0.0052805661,0.0962887222,0.5080096586,0.1496869515,0.0162798936,0.119,176.2,0.0008064865,57476,0.4162547451,0.8377325106,0.6607929515,0.235,0.0015649678,0.0309777208,0.2862023272,0.0687567372,0.1191931188,11421.77,0.0005424582,0.0615399572,0,7.9,0.7383575519,350.6,45.606878952,5.0454086781,0.0009409009,0.8388546879,7.6,0.4117647059,74.091063202,0.1490112475,0.564,23.853246982,0.138,6.8638554276,34.241973479,31.302007647,0.3670326982,0.1111679703,0.1214578,11,12.664286711,0.1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2384,,17882,116,,,,42654,1088,63,2514.96,4546,6592,,1206,216,,664.33333333,107819,670,,,,,,21776,1100,20058,,28570,3079,17505,300,168,,15242,74807,33300,34386,326,6453,13823,13123.25464,20675,,113,3165,,,153808,2498,89,75,196,160108,0.0687567372,42,743,10135,,146,27220,140,,,,,,,127,3460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568109,,124849,203967,16982.3,3214,,146577.31959,49716,1386055,2994,100545,,,14918,1386055,,196768.66667,27709,199798,,2113,,,,208311,208311,208311,,190865,189129,147100.84034,170227,208311,,36617,89297,50394,146323.40426,208311,208311,48298,190865,173458,20971,208311,51430,
12,21,2018,5082.3928043,0.1580772264,0.268709609,0.0007108773,32.06,0.8658512132,0.1111242132,0.203,23.769274115,2.8416914583,0.84,0.0476162087,0.183,3.5460739343,0.070494474,10.739922129,3.4809924702,247.34064533,4.5753238651,256,0.1503730365,0.7565761104,365136,0.1759946979,0.3096490075,0.0671557995,0.0048968056,0.2698419219,0.5093828053,0.0848594178,0.0968122395,0.086,283.9,0.0009256825,62397,0.6212332043,0.7412948684,0.4982871783,0.187,0.0009695018,0.0144932299,0.3533049987,0.0947642621,0.2318580486,9224.15,0.0006518119,0.1291967829,0,6.8,0.6384552605,216.6,45.14779031,5.2442248516,0.0008435213,0.8774601891,7.9,0.2150537634,73.826053886,0.2093327001,0.321,14.282807048,0.111,7.6125439051,48.924236284,40.398975339,0.2877103012,0.1158414521,0.1144854422,11,8.0881690737,0.1581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3002,,49438,254,,,,56395,1392,68,2589.72,7987,11535,,1601,257,,838,124673,893,,,,,,24521,1788,98529,,27284,32095,23965,883,338,,28573,104891,34619,52091,354,5292,22278,30468.605554,57233,,238,8562,,,233123,3108,115,121,308,282121,0.0947642621,40,1287,26445,,153,37900,272,,,,,,,141,4895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899048,,183983,357305,47166,4987,,277807.88177,58563,2392941,3083,167737,,,22711,2392941,,338804,27249,348777,,4638,,,,365136,365136,365136,,321520,331518,278662.7907,311030,365136,,45994,141497,69476,278561.49733,365136,365136,63056,321520,246845,58992,365136,66271,
12,23,2018,9632.6345163,0.2156562568,0.1501480485,0.0004681922,82.9,0.8406344411,0.220678617,0.359,46.69949223,9.0330631117,0.71,0.048145913,0.264,4.5904533566,0.0982822738,24.578334513,4.5968062501,643.0538466,4.4709543568,437.7,0.1842107029,0.6135857461,69299,0.2201186164,0.1791656445,0.1783286916,0.0061184144,0.059755552,0.4814932394,0.6205742548,0.0048648902,0.125,588.7,0.0014718827,41667,0.5844883515,0.8386824324,0.5096989967,0.31,0.0007648018,0.010043435,0.3665262872,0.0719137956,0.1252367882,10896.74,0.000519488,0.0640141816,0,7.8,0.7289282674,484.9,73.898658068,8.5790884718,0.0010966969,0.761590973,6.8,0.3253012048,91.785357156,0.1657179001,0.283,16.058081595,0.184,8.6322935565,37.392003389,30.685215033,0.3981961154,0.1419300641,0.1409673882,10,19.060856917,0.3309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225,,5578,32,,,,18530,607,43,445.17,1436,3959,,555,117,,439,84045,297,,,,,,12358,424,4141,,41908,312,6465,339,102,,5946,20853,8382,15968,53,696,5396,4856.4105333,6479,,36,975,,,50514,1247,44,48,76,51431,0.0719137956,27,313,3930,,33,12510,59,,,,,,,65,2710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189449,,37150,68348,6546,1324,,51615.598886,12998,476029,627,29826,,,5647,476029,,68268,18798,67857,,898,,,,69299,69299,69299,,67531,64133,51720,57587,69299,,10173,24864,16445,51509.677419,69299,69299,14722,67531,51734,8047,69299,15231,
12,27,2018,6621.5037458,0.2627141989,0.3133864281,0.0002538214,57.3,0.8612099644,0.202322291,0.368,49.427271301,,0.62,0.0518759713,0.42,5.1902803902,0.0772676372,18.755988665,4.3793012547,458.76372238,3.8334319877,317,0.1668134719,0.6310344828,35800,0.1987988827,0.2055865922,0.1220391061,0.011452514,0.3109217877,0.4325698324,0.4624232689,0.1084620956,0.135,475.5,0.0004748603,34146,0.6608319605,0.6960220368,0.195767782,0.3,0.0020391061,0.0081005587,0.4374644684,0.0578950633,0.2572019736,11236.26,0.0001675978,0.1099972153,0,6.5,0.5482960894,361.2,55.066079295,,0.0004748603,0.4557110894,7.4,0.3023255814,69.516065619,0.186502508,0.283,15.996988802,0.159,8.7427378871,51.892759256,40.822382136,0.3569807178,0.1648030208,0.1483902389,5,12.535683964,0.3201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,,5745,9,,,,9940,315,,170.5,701,2817,,207,46,,160.33333333,64762,111,,,,,,4369,410,11131,,16121,3594,3649,144,17,,3209,8591,1767,8111,73,290,3078,2018.3376957,6464,,6,790,,,19629,461,16,13,17,15887,0.0578950633,13,122,2045,,17,5560,31,,,,,,,22,1490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95776,,18332,35458,2963.3,562,,27010.869565,6373,,275,13513,,,2679,245255,,34949,16894,35012,,290,,,,35800,35800,35800,,34862,33136,27029.62963,30284,35800,,4856,12343,9026,27036.666667,35800,35800,7036,34862,25132,3774,35800,7182,
